id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
69,0.12319062,0.64932305,1.2358147,-0.4889825,0.9434225,0.30518228,0.042136226,0.41849434,0.13257623,0.31588185
70,-0.3990769,-0.4706837,-1.0566788,-0.8829177,-0.33480164,-1.1503364,-0.4397456,2.001304,-0.66800517,0.8830821
71,-0.8144012,-0.8880344,2.3954225,-0.67203265,2.1086128,-0.9961268,-1.0138341,-0.56535125,-0.1980463,-0.6678249
72,-0.029800666,0.29783127,0.045870762,0.07523313,-0.3102569,-0.4542391,0.3450722,-1.4706959,0.9880097,-0.18412854
73,0.96821046,-0.5213039,-0.24776216,0.39311475,1.3188419,-1.1950315,-0.48793367,0.98923874,-0.11000521,0.21541712
74,0.9221429,0.26384395,0.3062741,1.1802688,0.25569952,0.62045383,-0.76173615,-1.4423462,-0.7557625,1.8332945
75,-0.026759299,0.9177642,-0.07047598,-0.29339433,0.35485795,-0.15572709,-1.5578122,0.39027867,1.7392793,0.5346958
76,1.1012211,-0.14690289,0.3038472,0.27866384,1.3856707,0.98995763,-1.9237841,1.1538877,-0.3731539,0.14600967
77,-1.5031688,0.74301636,0.13547713,-0.24887696,0.49154297,1.0512503,1.403299,1.4587922,0.8042144,-0.3512537
78,-1.1707145,0.50797915,-0.2761329,1.217165,0.25329077,0.7997626,-1.272246,0.48729703,-0.75774896,-0.17521052
79,0.057407178,0.49948716,0.09533565,-0.44630808,-0.081180915,-0.7520015,-0.3516292,1.5939264,-0.88522536,-1.3875732
80,-1.9706143,-0.18981457,1.0382334,0.9972244,1.2041676,1.1060464,-0.94755524,1.1615825,-0.4235747,-1.4077593
81,0.3356358,1.858104,0.07484554,1.2060915,-0.3326133,-0.64921397,-0.56844026,-0.5940955,0.863742,1.6039857
82,-0.8422343,-0.2920482,-0.19449511,-0.11573606,0.68774396,0.7307414,1.1814162,-0.1813652,1.509329,0.78651845
83,0.3389285,-1.6931272,-1.3978095,-0.6523824,0.36962828,1.5814865,0.68234587,-1.5454314,-0.80935913,1.0644976
84,-1.4815279,-1.5577254,1.4750232,1.1895562,-0.9294981,-0.15582484,-0.15330948,0.043911435,0.2718808,1.4288383
85,-0.62079674,-0.9898551,1.0962619,-0.33103698,-0.7587607,1.7858192,-0.07831349,1.3594466,-0.53578335,-1.7780523
86,0.21699604,-0.9603276,0.26033226,0.101525016,-0.37640634,-2.526357,-0.5960759,0.8992237,-0.22185007,-1.447648
87,-0.09469959,1.4892902,-0.31744382,0.8834333,-1.5737602,-0.39894715,0.12263751,0.17153747,-0.15487778,-0.1604859
88,0.68703336,0.19942957,-0.21075755,-0.30546114,2.4723544,1.0223682,-1.8671817,0.9863264,0.22317858,1.0453732
89,-0.3918196,0.48571485,-1.3979809,2.5884538,-0.01660607,-0.98204976,-0.6588164,0.42226452,-1.5996984,-0.3191056
90,-0.432033,-1.0274036,2.178121,0.58762294,-0.83632475,0.53864056,0.54535645,0.010658399,0.8159323,-0.8815207
91,-0.062376466,-0.5628862,-0.9230515,1.6777505,0.32337818,-0.67989725,1.795102,0.24944581,0.8593067,1.5365306
92,-0.24580432,-0.55514205,2.018736,1.0849744,-1.1370143,-0.8031523,-0.55006677,0.1504374,-0.611577,-0.4560077
93,0.55885327,-1.5253171,2.2874305,0.3957734,0.42210913,0.09802424,-0.15169232,0.55130017,0.08153769,0.9342768
94,-0.092668526,-1.0143127,-0.14477234,1.155345,-0.673635,0.53903574,1.0255414,-0.73977995,1.7044289,-0.24446109
95,-0.7049708,-0.33443943,-0.4264214,-1.0175827,-0.18184906,-1.0006088,-0.20438936,0.005131475,-0.01665176,-0.26357546
96,-0.55692494,-1.1976644,0.13412018,-0.81631243,-0.26618952,-0.6271,-0.896692,-0.16680595,2.647926,-0.36066636
97,0.32943428,1.2494282,-1.2590307,2.3092864,1.1817569,-0.6065757,-0.2825955,-1.4857002,-1.3470947,1.7742155
98,0.72311425,-0.5291762,-0.0022121866,-0.13513893,0.5224305,-1.1795272,0.90770245,-0.28045288,-0.6217654,-0.62736195
99,0.27716115,-1.326379,0.044878494,-0.0035402358,0.18923476,0.23097874,1.6193448,1.6366906,1.0851676,-0.36311334
100,1.74444,-0.60719895,0.29662967,-1.6318617,0.48172116,1.1661803,-2.171544,1.1257888,0.28099287,0.5416291
101,-0.3171244,-0.49189654,0.9120959,0.7550696,0.39392498,-1.3049113,0.023475137,-0.785674,-0.23058844,1.0327262
102,1.5883187,-0.091436185,1.1723293,-0.41166002,-2.8610828,-1.0211241,0.64322644,1.6242551,0.4977589,-1.8648231
103,0.00019243504,-0.58105564,-1.2019403,-1.923951,-0.87248707,-0.36644903,1.2201711,-0.40052882,-1.1727529,0.72744644
104,0.24014577,-0.6787151,1.2213119,0.12080821,1.4087702,-0.5439192,-0.9565844,-1.0303764,-1.6200458,0.030645518
105,0.010673207,2.1086936,-0.36882383,2.3796668,0.36061075,-0.17948896,-1.5641527,0.528077,-1.1333929,0.37098718
106,0.546102,-1.4639943,0.57876337,-0.15636262,2.0343342,-1.0598495,-1.5733217,-1.7789184,-0.034869034,2.066234
107,0.2016298,-1.3568228,0.20834173,0.13337606,0.75770503,0.052306436,0.07665962,-0.9857388,0.22317772,-1.3839363
108,-1.5810337,1.3203428,1.0865525,0.26749036,0.25046435,-0.4565959,-0.21913879,-0.8644749,1.1198939,0.17233735
109,-0.2887611,-0.039603543,-0.84582657,-0.37183726,0.6503962,0.01836664,0.9570009,0.7999455,2.211039,0.61414206
110,1.3558166,-1.9933535,-0.8597305,1.993554,1.6929349,-0.16741166,-0.23398928,1.4724032,-0.8393284,-0.575534
111,-0.121283725,0.32972425,0.3783233,0.380146,-1.4228103,0.171639,0.027306834,-0.30811438,0.13327976,-0.2666933
112,-1.5537262,-0.5587896,-1.6600779,-1.7952142,-0.7442858,1.0996608,1.1115481,0.636787,0.25990647,-0.6186688
113,-0.106878996,1.5489444,-0.018894112,0.77447724,3.3216233,-1.4246445,1.2044228,1.777016,-0.2653343,-0.09126629
114,-1.2306657,-0.7330703,1.6459543,0.35485923,0.1593376,-0.3511266,-0.6580798,-0.8868804,0.07844737,1.1051244
115,0.48573154,0.75894207,-0.638261,-0.941809,-1.1757282,-0.43098232,0.39363292,-0.8284692,0.15735659,-0.37679443
116,-0.83760625,0.40881932,-1.8066223,0.5672337,-2.9446695,-0.2298778,0.32419243,-0.3846384,-0.087488644,0.19575788
117,-0.020066127,-0.19588879,0.4942644,-0.43059942,-0.30672172,0.18443498,-0.37299624,0.9208023,1.6170965,0.5506038
118,-0.22634204,-0.91364145,0.20477524,-0.34530187,0.8830561,0.3117062,1.3711158,-0.97213835,-0.6031758,-1.1360519
119,0.34168294,-0.9726668,1.7674764,0.345096,0.3617411,0.92199504,-0.321123,0.40026313,-0.36946687,0.5032927
120,-1.08586,-0.96967727,1.1001906,0.09456641,-1.9106282,-0.675049,-0.40943667,0.010211835,1.8864224,0.6356063
121,0.5005361,-1.9130182,-0.111049615,1.4407988,1.5434469,1.0591364,-1.2496563,2.1557133,-0.255152,0.046379447
122,1.178939,-0.7580248,-0.06322937,0.2664555,-0.41741884,0.40866536,-0.5379284,-0.16837977,1.0274298,2.0044205
123,-0.474727,-0.57472837,1.0139226,-0.9654556,1.0820798,-0.38497585,1.1479169,-0.9754244,0.7130095,0.20311524
124,-0.12032863,0.59851515,0.053085696,0.7138995,0.80478483,-0.7716598,0.38899687,-0.38167596,-0.15116619,-0.06532355
125,0.09629607,-0.04509094,-1.3851447,1.1472458,0.1985072,-0.00014772618,0.53621006,-1.0674913,1.683073,0.41170612
126,1.04895,0.88909805,0.26491418,-1.4727621,-0.16863538,0.15860994,-2.0383966,0.86293846,-0.37578255,0.65476376
127,0.77412003,0.91020256,-0.38097745,-0.08101664,-1.2268052,0.80301124,1.0387623,-0.2250012,-1.038795,0.44152611
128,0.15657906,0.98994946,-0.6152118,-0.7958561,-1.6571667,-0.9297787,2.0798151,-0.026560923,-0.14519855,0.15116437
129,-0.8667828,-0.731909,0.023372777,0.28588694,-0.7775504,1.6109304,0.4629299,-0.10617101,0.22715771,-0.21974564
130,-0.05301901,-0.22696148,-1.7773018,0.96187025,-1.7797526,1.4147192,-0.3120447,-1.3252325,0.48221242,0.7745999
131,-1.1327035,0.7079396,0.8166555,-0.020333184,-2.3274074,-0.052110754,-0.79419154,1.161997,0.14273626,-1.4034206
132,0.014224751,-0.6598077,0.60169536,-0.16526496,-0.72472453,-0.4205345,-0.55082655,-0.6202428,-1.3749663,0.634252
133,-0.19284089,1.6018134,-0.30444714,0.4368052,-0.45625386,-0.39280528,-0.9137303,0.42592645,1.3981702,0.7253862
134,-0.7303613,-1.5731759,-1.2203709,-0.35382837,0.33140042,0.59599346,0.16630793,1.2093391,0.39468458,-0.85285676
135,1.2025689,-1.1029589,-0.18908344,-0.88357323,1.8869681,1.7383132,0.6264869,-0.81175494,1.3986683,-1.6227448
136,-0.64771837,0.9864132,-0.7577191,1.3423047,2.4591155,-1.5140277,-0.033350673,-0.8528025,2.2907486,-2.1378338
137,-1.3892537,2.0026443,-2.57856,-0.18739879,1.8304102,-0.04767023,-0.23489787,-0.5285159,1.3447437,0.0415607
138,-0.6609288,-2.246449,-1.5360726,-0.16587175,-0.40710583,-0.54119337,-1.7438133,-2.2278113,1.1696104,0.98234475
139,-0.731117,-0.6389149,0.039059278,-0.1398457,1.4385121,-1.1537776,-0.4749132,0.057859913,-1.266643,0.3885506
140,-0.028170493,1.15427,0.36423412,-2.2334456,-1.7351403,-0.70782244,1.7385256,0.9265695,0.53297335,-0.2894623
141,0.9106409,-1.7202317,0.87263364,-0.83340603,-0.53106624,-0.4296122,-0.26499513,-0.98398346,0.5322464,0.07121418
142,-1.5881586,1.3440715,-2.0442584,-0.8837497,0.38498667,-0.18268833,-0.7673856,-0.47501248,-1.1016582,-0.04706391
143,-0.45972353,0.058243066,0.5793764,-1.0060369,-0.6934655,-0.89386594,0.52412087,1.1325679,1.0525149,1.6479448
144,0.2731882,-0.48527744,0.3420019,0.1579099,-1.9374096,1.5373429,-0.7372514,-0.27140984,0.061822645,0.48084176
145,1.1556336,1.4162216,1.2865996,1.5283219,0.24016266,-0.48637438,-0.11098908,-0.04291821,0.8273767,-0.97447056
146,0.038951457,-1.1603993,-0.84610444,-2.1536825,-1.897185,-0.7448929,-0.25002557,0.37779957,0.7165967,0.023171877
147,0.4564499,-0.73356676,0.18581432,1.1551472,1.1269422,-0.39055848,-0.21708032,0.3379583,-0.6408951,-0.31981924
148,-0.6593507,0.72462493,0.037313223,-0.7249638,1.5151831,-0.6456178,-2.0466907,0.24394314,-0.62385285,0.76218635
149,1.1936729,1.2610778,-0.95805365,0.6851569,-1.4370183,0.2650719,-1.5627762,1.5837641,-0.85845876,0.39136672
150,-1.3849707,0.9946124,2.0049605,-0.087525405,-0.8232241,0.10542971,-0.86590356,0.30569166,0.026138226,0.6428217
151,1.1313148,-0.32193768,0.75846314,0.6272536,-0.91879517,0.772654,2.7194433,-0.34282824,-1.2702663,-0.55818653
152,-0.53208363,-1.0545567,-0.86602765,0.072659954,-0.1771057,-0.40177694,-0.86209506,1.9207325,0.3709768,2.5923893
153,1.3023983,-0.12997139,0.42881325,0.11135352,0.27330995,0.84661776,1.3539354,1.1653477,-0.47963995,0.54990596
154,0.9454137,0.26627433,0.49750382,0.014091395,-1.8503686,-1.4287033,0.51421016,1.5613824,0.01765302,0.05177834
155,1.5400912,-1.1709557,0.57027656,0.25438473,0.22610024,2.2847328,-1.3380127,1.2263001,-0.90123206,0.3845406
156,0.1331727,-1.3766794,-0.16010039,1.3125539,-0.5356306,-1.7952521,-0.632096,-1.2837102,-0.36207092,-0.24907567
157,1.4911005,-0.5348292,-0.21989016,1.5196177,-1.0639248,-1.0094249,-0.94508606,0.8997659,-0.35951892,-0.56672543
158,-0.50576085,-0.025482498,1.7337651,1.3541262,1.5000516,1.4915409,-1.0818527,0.20778938,-0.55491585,0.87665427
159,-0.92504996,0.8994569,-0.9516865,1.595608,0.07792751,0.75180846,-2.3212013,0.28506702,1.5851998,0.24001183
160,1.0180571,0.03844024,0.096899986,-1.0826252,-0.6903963,0.3275878,-0.7110755,0.112185314,-0.30430186,1.4233601
161,-1.8681691,-1.3474127,1.1924993,-0.23627543,0.7198438,0.4414725,-1.4861736,-0.1669575,0.5477355,-0.19255497
162,1.9667194,0.46152502,0.57877535,-1.602416,-1.4758127,0.2949962,-0.5546211,0.34483293,-1.3614501,1.1134709
163,0.8157627,-2.4145033,1.152222,-0.98199993,-1.5905954,-0.21020596,0.92293346,2.0684028,-0.31302306,-1.306604
164,-1.2969984,0.57055736,-1.5816725,-1.4424614,-0.62551945,-0.29788953,-0.69608283,0.2686439,1.5926723,-1.0831082
165,-0.62102103,-0.22719853,0.51681614,0.14502838,-1.4033499,0.5230462,0.24706163,1.4987605,1.0883726,-1.2832841
166,-1.2857605,0.6497691,2.0759847,-0.1520036,-0.7999655,1.2935458,0.662217,1.0915602,-0.66628116,0.842079
167,-1.3679773,0.5525991,0.63783896,-0.92603236,1.0134759,1.3337798,0.02560374,-2.4800918,-0.8782107,0.6895917
168,-2.0420609,-0.53246766,-0.05884302,-0.19887944,0.5196523,1.891248,-1.7485752,-1.0411432,-0.5836749,0.3632535
169,3.3258195,0.08654722,0.939749,1.0847746,-0.97599167,0.063196525,-0.39279565,-0.09352478,1.1445068,-0.21807146
170,1.0378771,0.100013465,0.0391274,-0.86408633,-0.05340267,-1.7069557,0.17918812,2.617291,1.9655306,0.34798935
171,-0.57524467,-0.045815095,-0.07072628,1.339935,-0.33957434,1.878886,0.18733858,0.9664988,-0.91039675,-0.03899645
172,0.35160896,-0.6993578,0.4916454,0.30759346,-0.89935696,-0.92161703,2.9063735,1.2209747,-0.86999893,0.11301432
173,-0.028953161,-0.21987556,-1.3534305,0.5932781,1.6457963,-0.3991015,0.3777673,-0.33237565,-0.2298433,0.10856096
174,-0.13567078,0.97548664,-0.53785205,0.8041748,0.2122352,-0.6125943,0.563762,-1.1151681,-0.67078924,1.0756481
175,0.6178988,0.99317497,1.9748492,0.27414495,-0.45037842,0.80029947,1.3781344,-0.041992202,-1.5370123,0.8747302
176,1.1843704,0.53624,-1.9706349,-0.2577718,-0.9875445,-0.5941304,-1.7310853,-0.2211832,-0.73337656,1.0459908
177,-0.87065375,-3.173975,-0.885696,-2.3977306,-1.1034607,0.81200373,-0.02735919,-0.92517525,-0.32275715,2.6659596
178,-2.4943101,3.5004814,0.4181447,-0.5585887,1.3533671,-2.5283701,-0.24786238,1.4569005,0.0511992,-0.41387123
179,0.3623553,-0.77851146,-0.6627724,-2.3574846,1.3421748,0.30097708,-0.12994197,0.4761086,-0.6600381,-2.700973
180,-0.9192044,-0.07356637,-0.98238593,0.32542092,-1.0053607,-0.20426317,2.4391577,1.3483814,0.6184522,-0.012796848
181,0.06030892,1.0701209,-0.0798967,-0.2393949,0.72993153,-1.2254868,-0.24467684,2.0084724,-0.46221468,-0.74071366
182,-2.6588955,-0.82431465,1.4979452,0.47045758,0.8978868,-1.2454593,0.85942894,1.0391159,0.23328142,-1.0149869
183,-0.6643378,-0.37853494,-0.6984826,1.6788656,-1.089118,0.0719701,0.69399714,0.6757831,-0.71868336,-0.094100714
184,0.35029888,-0.9194215,0.062040694,0.85635835,0.97665036,-1.932863,0.16957319,-0.04320089,0.029872682,-1.2206669
185,0.5335126,0.53057134,-0.20131154,0.99761224,-2.3103573,0.42988223,1.4671682,0.5634229,0.5721312,-0.7462038
186,0.0034788577,0.70729667,-0.17596875,0.53201485,-0.71955675,-0.24221458,0.71708155,0.12399751,0.44629794,-0.9387357
187,1.7842177,-1.6024024,0.053536393,1.2802225,0.9681009,-0.89697087,0.3719716,0.6569252,0.8410144,-0.06552559
188,1.1998696,-1.3152657,-0.080542184,-1.5979255,0.4820117,-1.8782002,0.56018174,0.23148431,-0.6907827,-0.024008676
189,-1.1405494,-0.24156772,0.2964482,0.3031219,1.862175,0.13658643,2.2235808,1.2543043,1.6462957,-0.16782069
190,-0.76461047,0.24640283,-0.784626,0.48114213,-1.2797877,0.9761288,0.45731112,-0.36625168,0.031600296,0.6857005
191,1.8832937,0.5515899,-0.3715903,-0.02636994,-1.0326715,0.36261004,0.29583535,-1.6668514,0.9319698,1.0502948
192,-0.1645197,-0.010025177,0.8884682,1.1869876,-1.727383,1.9097692,-1.5267738,-0.016791906,0.76308846,0.8505462
193,-0.18859586,-1.8840731,0.31312653,0.95567703,-1.0626109,0.17839736,-0.8277052,0.12874207,0.7971262,-2.0615714
194,-0.83050776,1.1583204,-0.962533,0.8958779,-0.39594442,-1.1115739,-0.7677433,-1.4970497,0.35787252,-0.5389183
195,0.25197512,1.1752151,-1.8126049,-0.11011831,-2.1334214,-0.23394965,0.2050351,-1.1703329,0.52444977,-1.0084294
196,-0.5808397,0.8938184,-1.3955181,0.39397427,1.531045,0.5205112,1.0861495,-0.2197204,0.60877603,0.28075302
197,0.6134073,0.46487725,0.012482414,-0.04409265,1.6600608,-1.6899649,0.24523222,0.56672835,0.92360014,-0.20180522
198,0.05092335,-0.124538556,0.1820554,-0.01054517,-1.7917598,-1.4367757,0.42131382,-0.7521896,0.4372659,-0.8985591
199,-0.9501805,0.0011557217,-0.80776906,1.0451875,0.3103319,-1.5192926,0.019218992,-0.16847211,-0.9143916,-0.18453349
200,0.57908994,2.176585,0.20948775,0.603292,0.63365877,1.3209544,-0.90626895,-0.76657206,-2.0314348,-1.2326385
201,1.3986409,-1.6647317,2.0116646,0.7122422,1.4164437,0.28267947,1.0717572,-0.4975026,-0.78495324,0.43590507
202,1.9721808,-1.1476291,-1.1600422,-1.0774188,-0.28968266,0.46204925,1.4502198,-0.1924612,-0.4194425,2.7158551
203,-0.6940127,-0.56661165,0.31948835,-0.24521689,0.19678877,-0.5558587,0.6036645,0.4847138,-0.30001175,-1.3352985
204,-0.5180455,0.2794029,1.5131226,-0.7859817,-0.7137559,-1.6860824,0.074112624,-0.48273373,0.27931222,-1.8897827
205,-0.023387367,-1.147207,-0.17848122,-0.42294493,0.07020057,-0.7767317,0.31093118,-1.3858553,-1.2372646,-0.07065223
206,0.25771397,0.13076323,1.7211293,0.16078341,0.33010653,0.3914357,-2.0695312,1.8230865,0.65366274,-0.5695688
207,0.17906855,-0.3817943,-1.0244783,0.82563114,0.31483707,-0.027273992,-1.9139208,1.174159,1.3317403,0.23338036
208,-1.0341742,0.7574071,-0.29523662,-0.97822803,1.9442081,-1.5666052,0.33418846,-0.031464845,1.0651503,-1.7547191
